official_no	level	simplified	mapping_code	traditional	inherited	simplified_example	traditional_example	example_source	original_example_source	simplified_sentence	traditional_sentence	field_usage	context_kind
1157	1	质	1157_1	質	false	物质	物質	corpus-example	tatoeba:13952572	这种剧毒物质能直接穿透皮肤。	這種劇毒物質能直接穿透皮膚。		lexical-context
1159	1	征	1159_0	征	true	征服	征服	corpus-example	tatoeba:464955	魅力冲击视觉，美德征服心灵。	魅力衝擊視覺，美德征服心靈。		lexical-context
1159	1	征	1159_1	徵	false	特征	特徵	corpus-example	tatoeba:13519149	俄语动词的一个特征是存在体的范畴。	俄語動詞的一個特徵是存在體的範疇。		lexical-context
1163	1	径	1163_1	徑	false	途径	途徑	corpus-example	tatoeba:333396	去那个村庄的唯一途径是过河。	去那個村莊的唯一途徑是過河。		lexical-context
1165	1	舍	1165_0	舍	true	宿舍	宿舍	corpus-example	tatoeba:1567770	这间宿舍住着两个美国留学生。	這間宿舍住著兩個美國留學生。		lexical-context
1165	1	舍	1165_1	捨	false	舍不得	捨不得	corpus-example	tatoeba:13939326	他是个念旧的人，很多东西都舍不得扔掉。	他是個念舊的人，很多東西都捨不得扔掉。		lexical-context
1173	1	觅	1173_1	覓	false	寻觅	尋覓	authored-example	project-authored	警方正在寻觅失踪儿童。	警方正在尋覓失蹤兒童。		lexical-context
1176	1	贪	1176_1	貪	false	贪污	貪污	corpus-example	tatoeba:13917199	他仗著权势贪污舞弊，没想到东窗事发后妻离子散，真是恶有恶报。	他仗著權勢貪污舞弊，沒想到東窗事發後妻離子散，真是惡有惡報。		lexical-context
1178	1	贫	1178_1	貧	false	贫困	貧困	corpus-example	tatoeba:343698	贫困让他学会了自己解决问题。	貧困讓他學會了自己解決問題。		lexical-context
1180	1	肤	1180_1	膚	false	皮肤	皮膚	corpus-example	tatoeba:13952572	这种剧毒物质能直接穿透皮肤。	這種劇毒物質能直接穿透皮膚。		lexical-context
1183	1	肿	1183_1	腫	false	肿瘤	腫瘤	corpus-example	tatoeba:339440	我得了胃肿瘤，必须动手术切除。	我得了胃腫瘤，必須動手術切除。		lexical-context
1184	1	胀	1184_1	脹	false	膨胀	膨脹	corpus-example	tatoeba:1408044	随着通货膨胀的发展美元贬值了。	隨著通貨膨脹的發展美元貶值了。		lexical-context
1187	1	肮	1187_1	骯	false	肮脏	骯髒	corpus-example	tatoeba:772001	没有肮脏的爱情, 也没有美丽的监狱。	沒有骯髒的愛情, 也沒有美麗的監獄。		lexical-context
1191	1	胁	1191_1	脅	false	威胁	威脅	corpus-example	tatoeba:604468	空气污染将会威胁我们的生存。	空氣汙染將會威脅我們的生存。		lexical-context
1194	1	鱼	1194_1	魚	false	鱼类	魚類	authored-example	project-authored	这片海域生活着多种鱼类。	這片海域生活著多種魚類。		lexical-context
1199	1	狞	1199_1	獰	false	狰狞	猙獰	corpus-example	tatoeba:1085704	恶魔一把抓住了我的妹妹，一边狰狞地狂笑着，一边把她丢进了一个无底洞里。	惡魔一把抓住了我的妹妹，一邊猙獰地狂笑著，一邊把她丟進了一個無底洞裡。		lexical-context
1200	1	备	1200_1	備	false	准备	準備	corpus-example	tatoeba:334798	门铃响的时候，我正准备出门。	門鈴響的時候，我正準備出門。		lexical-context
1201	1	饰	1201_1	飾	false	装饰	裝飾	corpus-example	tatoeba:784578	她用玫瑰花装饰了她的房间。	她用玫瑰花裝飾了她的房間。		lexical-context
1202	1	饱	1202_1	飽	false	饱和	飽和	authored-example	project-authored	空气中的水汽已经接近饱和。	空氣中的水汽已經接近飽和。		lexical-context
1203	1	饲	1203_1	飼	false	饲养	飼養	authored-example	project-authored	农场饲养了几百只鸡。	農場飼養了幾百只雞。		lexical-context
1204	1	变	1204_1	變	false	变化	變化	corpus-example	tatoeba:754042	我们最近十年经历了很多变化。	我們最近十年經歷了很多變化。		lexical-context
1207	1	庞	1207_1	龐	false	庞大	龐大	authored-natural-example	manual	这项工程需要一笔庞大的预算。	這項工程需要一筆龐大的預算。		lexical-context
1210	1	庙	1210_1	廟	false	神庙	神廟	authored-example	project-authored	山顶上有一座古老神庙。	山頂上有一座古老神廟。		lexical-context
1213	1	疟	1213_1	瘧	false	疟疾	瘧疾	corpus-example	tatoeba:335901	疟疾是蚊子携带的一种疾病。	瘧疾是蚊子攜帶的一種疾病。		lexical-context
1216	1	剂	1216_1	劑	false	溶剂	溶劑	corpus-example	tatoeba:13915683	将液体中的溶剂挥发掉。留下来的，是香气成分与植物蜡组成的块。	將液體中的溶劑揮發掉。留下來的，是香氣成分與植物蠟組成的塊。		lexical-context
1220	1	废	1220_1	廢	false	废除	廢除	corpus-example	tatoeba:333229	死刑在美国的很多州都被废除了。	死刑在美國的很多州都被廢除了。		lexical-context
1227	1	闸	1227_1	閘	false	闸门	閘門	authored-example	project-authored	工作人员缓缓升起闸门。	工作人員緩緩升起閘門。		lexical-context
1228	1	闹	1228_1	鬧	false	热闹	熱鬧	corpus-example	tatoeba:420242	你们这儿生意最好，这么热闹！	你們這兒生意最好，這麼熱鬧！		lexical-context
1229	1	郑	1229_1	鄭	false	郑州	鄭州	corpus-example	tatoeba:420508	从上海坐火车到郑州需几个小时？	從上海坐火車到鄭州需幾個小時？		lexical-context
1231	1	卷	1231_0	卷	true	试卷	試卷	corpus-example	tatoeba:1977194	他仔细地查了一遍自己的试卷。	他仔細地查了一遍自己的試卷。		lexical-context
1231	1	卷	1231_1	捲	false	卷起	捲起	corpus-example	tatoeba:13539426	汤姆卷起裤管，露出鲜红的袜子。	湯姆捲起褲管，露出鮮紅的襪子。		lexical-context
1232	1	单	1232_1	單	false	单位	單位	corpus-example	tatoeba:6082450	你为什么会出现在我工作单位？	你為什麼會出現在我工作單位？		lexical-context
1238	1	炉	1238_1	爐	false	炉子	爐子	corpus-example	tatoeba:13556470	不要把脏锅碗瓢盆放在炉子上，去洗。	不要把髒鍋碗瓢盆放在爐子上，去洗。		lexical-context
1240	1	浅	1240_1	淺	false	浅水	淺水	authored-example	project-authored	孩子们在浅水区玩耍。	孩子們在淺水區玩耍。		lexical-context
1254	1	泞	1254_1	濘	false	泥泞	泥濘	corpus-example	tatoeba:13589999	下雨天足球场变得超泥泞，鞋子一踩下去就陷进去了。	下雨天足球場變得超泥濘，鞋子一踩下去就陷進去了。		lexical-context
1255	1	泻	1255_1	瀉	false	腹泻	腹瀉	authored-example	project-authored	这种药可能引起腹泻。	這種藥可能引起腹瀉。		lexical-context
1262	1	泼	1262_1	潑	false	活泼	活潑	corpus-example	tatoeba:13896457	活泼金属着火了要用沙土盖灭。	活潑金屬著火了要用沙土蓋滅。		lexical-context
1263	1	泽	1263_1	澤	false	毛泽东	毛澤東	authored-example	project-authored	毛泽东出生于湖南韶山。	毛澤東出生於湖南韶山。		lexical-context
1270	1	怜	1270_1	憐	false	可怜	可憐	corpus-example	tatoeba:466311	这里附近的电话亭少得可怜。	這裡附近的電話亭少得可憐。		lexical-context
1273	1	学	1273_1	學	false	学生	學生	corpus-example	tatoeba:347097	他和班上的任何学生一样聪明。	他和班上的任何學生一樣聰明。		lexical-context
1274	1	宝	1274_1	寶	false	宝玉	寶玉	corpus-example	tatoeba:13541557	众人见宝玉牛心，都怪他呆痴不改。	眾人見寶玉牛心，都怪他呆痴不改。		lexical-context
1277	1	宠	1277_1	寵	false	宠爱	寵愛	authored-example	project-authored	祖母特别宠爱最小的孙女。	祖母特別寵愛最小的孫女。		lexical-context
1279	1	审	1279_1	審	false	审议	審議	authored-natural-example	manual	委员会明天将审议这项提案。	委員會明天將審議這項提案。		lexical-context
1283	1	帘	1283_0	帘	true	卷帘门	捲帘門	authored-example	project-authored	商店拉下卷帘门后关门了。	商店拉下捲帘門後關門了。		lexical-context
1283	1	帘	1283_1	簾	false	帘子	簾子	corpus-example	tatoeba:444598	绿色的毯子和这条蓝色的帘子不配。	綠色的毯子和這條藍色的簾子不配。		lexical-context
1285	1	实	1285_1	實	false	实行	實行	corpus-example	tatoeba:336011	你们应该实行你们最初的计划。	你們應該實行你們最初的計劃。		lexical-context
1286	1	试	1286_1	試	false	考试	考試	corpus-example	tatoeba:1300706	考试不及格意味着再等待一年。	考試不及格意味著再等待一年。		lexical-context
1288	1	诗	1288_1	詩	false	诗人	詩人	corpus-example	tatoeba:799240	他不是诗人；他是个散文作家。	他不是詩人；他是個散文作家。		lexical-context
1291	1	诚	1291_1	誠	false	真诚	真誠	corpus-example	tatoeba:13531847	人们说，真正的朋友是真诚的。	人們說，真正的朋友是真誠的。		lexical-context
1292	1	衬	1292_1	襯	false	衬衫	襯衫	corpus-example	tatoeba:4621013	我要一件新衬衫。你想要什么？	我要一件新襯衫。你想要什麼？		lexical-context
1294	1	视	1294_1	視	false	重视	重視	corpus-example	tatoeba:1394974	所有成员都极为重视她的意见。	所有成員都極為重視她的意見。		lexical-context
1296	1	话	1296_1	話	false	说话	說話	corpus-example	tatoeba:334075	坐在我旁边的男人跟我说话了。	坐在我旁邊的男人跟我說話了。		lexical-context
1297	1	诞	1297_1	誕	false	诞生	誕生	corpus-example	tatoeba:8686666	我们是为了死亡而诞生的。	我們是為了死亡而誕生的。		lexical-context
1298	1	诡	1298_1	詭	false	诡异	詭異	corpus-example	tatoeba:13573156	天黑之后，景色变得诡异阴森。	天黑之後，景色變得詭異陰森。		lexical-context
1299	1	询	1299_1	詢	false	咨询	咨詢	corpus-example	tatoeba:747573	好的，您想咨询什么事情？	好的，您想咨詢什麼事情？		lexical-context
1300	1	该	1300_1	該	false	应该	應該	corpus-example	tatoeba:336011	你们应该实行你们最初的计划。	你們應該實行你們最初的計劃。		lexical-context
1301	1	详	1301_1	詳	false	详细	詳細	corpus-example	tatoeba:5576759	航空专家详细分析了统计数据。	航空專家詳細分析了統計資料。		lexical-context
1303	1	肃	1303_1	肅	false	严肃	嚴肅	corpus-example	tatoeba:7771999	现在让我们谈谈严肃的事情吧！	現在讓我們談談嚴肅的事情吧！		lexical-context
1304	1	录	1304_1	錄	false	录取	錄取	authored-natural-example	manual	他收到大学的录取通知。	他收到大學的錄取通知。		lexical-context
1305	1	隶	1305_1	隸	false	奴隶	奴隸	corpus-example	tatoeba:796773	我拒绝被你像奴隶一样对待。	我拒絕被你像奴隸一樣對待。		lexical-context
1313	1	弥	1313_1	彌	false	须弥座	須彌座	authored-example	project-authored	佛像安放在雕刻精美的须弥座上。	佛像安放在雕刻精美的須彌座上。		lexical-context
1313	1	弥	1313_2	瀰	false	弥漫	瀰漫	corpus-example	tatoeba:13556502	她缓缓消失在雾气弥漫的森林中。	她緩緩消失在霧氣瀰漫的森林中。		lexical-context
1320	1	陕	1320_1	陝	false	陕西	陝西	corpus-example	tatoeba:2030735	山西在陕西的东边。	山西在陝西的東邊。		lexical-context
1332	1	驾	1332_1	駕	false	驾驶	駕駛	corpus-example	tatoeba:358181	小心点驾驶，不然你就麻烦了。	小心點駕駛，不然你就麻煩了。		lexical-context
1334	1	参	1334_1	參	false	参加	參加	corpus-example	tatoeba:335242	几十个年轻人参加了示威游行。	幾十個年輕人參加了示威遊行。		lexical-context
1335	1	艰	1335_1	艱	false	艰难	艱難	corpus-example	tatoeba:437299	我想把这项艰难的工作留给她。	我想把這項艱難的工作留給她。		lexical-context
1336	1	线	1336_1	綫	false	路线	路綫	corpus-example	tatoeba:13610510	在陌生地形中，它们会以气味标记路线，以免迷失。	在陌生地形中，它們會以氣味標記路綫，以免迷失。		lexical-context
1337	1	练	1337_1	練	false	训练	訓練	corpus-example	tatoeba:2027995	未来飞行员将在模拟操作室中训练。	未來飛行員將在模擬操作室中訓練。		lexical-context
1338	1	组	1338_1	組	false	组织	組織	corpus-example	tatoeba:501420	可以用另一种方法组织一下吗？	可以用另一種方法組織一下嗎？		lexical-context
1339	1	绅	1339_1	紳	false	绅士	紳士	corpus-example	tatoeba:332590	他看上去是一个十足的绅士。	他看上去是一個十足的紳士。		lexical-context
1340	1	细	1340_1	細	false	细胞	細胞	corpus-example	tatoeba:3567594	人体的组织是由细胞构成的。	人體的組織是由細胞構成的。		lexical-context
1341	1	驶	1341_1	駛	false	驾驶	駕駛	corpus-example	tatoeba:358181	小心点驾驶，不然你就麻烦了。	小心點駕駛，不然你就麻煩了。		lexical-context
1342	1	织	1342_1	織	false	组织	組織	corpus-example	tatoeba:501420	可以用另一种方法组织一下吗？	可以用另一種方法組織一下嗎？		lexical-context
1343	1	驹	1343_1	駒	false	马驹	馬駒	authored-example	project-authored	小马驹紧跟着母马奔跑。	小馬駒緊跟著母馬奔跑。		lexical-context
1344	1	终	1344_1	終	false	终于	終於	corpus-example	tatoeba:335109	最后，他终于明白了那个理论。	最後，他終於明白了那個理論。		lexical-context
1345	1	驻	1345_1	駐	false	驻地	駐地	authored-example	project-authored	记者抵达了部队驻地。	記者抵達了部隊駐地。		lexical-context
1346	1	绊	1346_1	絆	false	绊倒	絆倒	corpus-example	tatoeba:336692	进家门后，我被垫子绊倒了。	進家門後，我被墊子絆倒了。		lexical-context
1347	1	驼	1347_1	駝	false	骆驼	駱駝	corpus-example	tatoeba:512804	骆驼，这么说吧，也就是沙漠中的船。	駱駝，這麼說吧，也就是沙漠中的船。		lexical-context
1348	1	绍	1348_1	紹	false	介绍	介紹	corpus-example	tatoeba:465029	现在我将把我的父母介绍给你。	現在我將把我的父母介紹給你。		lexical-context
1349	1	绎	1349_1	繹	false	演绎	演繹	corpus-example	tatoeba:13971865	这段旋律的演绎真是完美无瑕。	這段旋律的演繹真是完美無瑕。		lexical-context
1350	1	经	1350_1	經	false	已经	已經	corpus-example	tatoeba:334721	我们联系上他们已经为时已晚。	我們聯絡上他們已經為時已晚。		lexical-context
1351	1	贯	1351_1	貫	false	贯彻	貫徹	authored-example	project-authored	各部门必须贯彻这项政策。	各部門必須貫徹這項政策。		lexical-context
1353	1	贰	1353_1	貳	false	贰心	貳心	authored-example	project-authored	臣子若怀贰心，君主必会猜忌。	臣子若懷貳心，君主必會猜忌。		lexical-context
1356	1	帮	1356_1	幫	false	帮助	幫助	corpus-example	tatoeba:346480	地图帮助我们知道所在的位置。	地圖幫助我們知道所在的位置。		lexical-context
