order	source_mapping	simplified	traditional	pinyin	taiwan_pinyin	meaning	simplified_sentence	traditional_sentence	example_source	example_source_id	source_sentence	pinyin_source	taiwan_pinyin_source
385	4132_1	原来	原來	yuán lái		original	睡醒后在镜子前坐定，她才发现，原来红肿的地方，长出了像荨麻疹似的水肿性团块，还溃烂了。	睡醒後在鏡子前坐定，她才發現，原來紅腫的地方，長出了像蕁麻疹似的水腫性團塊，還潰爛了。	leipzig	zho_news_2020_300K:224315	睡醒后在镜子前坐定，她才发现，原来红肿的地方，长出了像荨麻疹似的水肿性团块，还溃烂了。	CC-CEDICT	
386	4132_1	红肿	紅腫	hóng zhǒng		inflamed	睡醒后在镜子前坐定，她才发现，原来红肿的地方，长出了像荨麻疹似的水肿性团块，还溃烂了。	睡醒後在鏡子前坐定，她才發現，原來紅腫的地方，長出了像蕁麻疹似的水腫性團塊，還潰爛了。	leipzig	zho_news_2020_300K:224315	睡醒后在镜子前坐定，她才发现，原来红肿的地方，长出了像荨麻疹似的水肿性团块，还溃烂了。	CC-CEDICT	
387	4132_1	荨麻疹	蕁麻疹	xún má zhěn		urticaria	睡醒后在镜子前坐定，她才发现，原来红肿的地方，长出了像荨麻疹似的水肿性团块，还溃烂了。	睡醒後在鏡子前坐定，她才發現，原來紅腫的地方，長出了像蕁麻疹似的水腫性團塊，還潰爛了。	leipzig	zho_news_2020_300K:224315	睡醒后在镜子前坐定，她才发现，原来红肿的地方，长出了像荨麻疹似的水肿性团块，还溃烂了。	CC-CEDICT	
388	4132_1	似的	似的	shì de	sì de	seems as if	睡醒后在镜子前坐定，她才发现，原来红肿的地方，长出了像荨麻疹似的水肿性团块，还溃烂了。	睡醒後在鏡子前坐定，她才發現，原來紅腫的地方，長出了像蕁麻疹似的水腫性團塊，還潰爛了。	leipzig	zho_news_2020_300K:224315	睡醒后在镜子前坐定，她才发现，原来红肿的地方，长出了像荨麻疹似的水肿性团块，还溃烂了。	CC-CEDICT	CC-CEDICT Taiwan pronunciation
389	4132_1	水肿	水腫	shuǐ zhǒng		to suffer from edema	睡醒后在镜子前坐定，她才发现，原来红肿的地方，长出了像荨麻疹似的水肿性团块，还溃烂了。	睡醒後在鏡子前坐定，她才發現，原來紅腫的地方，長出了像蕁麻疹似的水腫性團塊，還潰爛了。	leipzig	zho_news_2020_300K:224315	睡醒后在镜子前坐定，她才发现，原来红肿的地方，长出了像荨麻疹似的水肿性团块，还溃烂了。	CC-CEDICT	
390	4132_1	溃烂	潰爛	kuì làn		to fester	睡醒后在镜子前坐定，她才发现，原来红肿的地方，长出了像荨麻疹似的水肿性团块，还溃烂了。	睡醒後在鏡子前坐定，她才發現，原來紅腫的地方，長出了像蕁麻疹似的水腫性團塊，還潰爛了。	leipzig	zho_news_2020_300K:224315	睡醒后在镜子前坐定，她才发现，原来红肿的地方，长出了像荨麻疹似的水肿性团块，还溃烂了。	CC-CEDICT	
391	4133_1	草书	草書	cǎo shū		grass script	本草书中记载了荩。	本草書中記載了藎。	preexisting			CC-CEDICT	
392	4140_1	屋宇	屋宇	wū yǔ		house	镇内屋宇鳞次栉比，人口在5万以上。	鎮內屋宇鱗次櫛比，人口在5萬以上。	leipzig	zho_news_2020_300K:286819	镇内屋宇鳞次栉比，人口在5万以上。	CC-CEDICT	
393	4140_1	栉比	櫛比	zhì bǐ		lined up close	镇内屋宇鳞次栉比，人口在5万以上。	鎮內屋宇鱗次櫛比，人口在5萬以上。	leipzig	zho_news_2020_300K:286819	镇内屋宇鳞次栉比，人口在5万以上。	CC-CEDICT	
394	4140_1	以上	以上	yǐ shàng		that level or higher	镇内屋宇鳞次栉比，人口在5万以上。	鎮內屋宇鱗次櫛比，人口在5萬以上。	leipzig	zho_news_2020_300K:286819	镇内屋宇鳞次栉比，人口在5万以上。	CC-CEDICT	
395	4143_1	黄昏	黃昏	huáng hūn		dusk	梯横画阁黄昏后，又还是、斜月帘栊。	梯橫畫閣黃昏後，又還是、斜月簾櫳。	leipzig	zho_wikipedia_2018_1M:624252	梯横画阁黄昏后，又还是、斜月帘栊。	CC-CEDICT	
396	4146_1	罕见	罕見	hǎn jiàn		rare	黄栌数株，高逾五米，径粗数寸，冠盖亭亭，处草滩中，殊为罕见。	黃櫨數株，高逾五米，徑粗數寸，冠蓋亭亭，處草灘中，殊為罕見。	leipzig	zho_news_2020_300K:299477	黄栌数株，高逾五米，径粗数寸，冠盖亭亭，处草滩中，殊为罕见。	CC-CEDICT	
397	4155_1	盛产	盛產	shèng chǎn		to produce in abundance	全洲盛产红木、黑檀木、花梨木、柯巴树、乌木、樟树、栲树、胡桃木、黄漆木、栓皮栎等经济林木。	全洲盛產紅木、黑檀木、花梨木、柯巴樹、烏木、樟樹、栲樹、胡桃木、黃漆木、栓皮櫟等經濟林木。	leipzig	zho_wikipedia_2018_1M:207885	全洲盛产红木、黑檀木、花梨木、柯巴树、乌木、樟树、栲树、胡桃木、黄漆木、栓皮栎等经济林木。	CC-CEDICT	
398	4155_1	乌木	烏木	wū mù		ebony	全洲盛产红木、黑檀木、花梨木、柯巴树、乌木、樟树、栲树、胡桃木、黄漆木、栓皮栎等经济林木。	全洲盛產紅木、黑檀木、花梨木、柯巴樹、烏木、樟樹、栲樹、胡桃木、黃漆木、栓皮櫟等經濟林木。	leipzig	zho_wikipedia_2018_1M:207885	全洲盛产红木、黑檀木、花梨木、柯巴树、乌木、樟树、栲树、胡桃木、黄漆木、栓皮栎等经济林木。	CC-CEDICT	
399	4155_1	樟树	樟樹	zhāng shù		camphor	全洲盛产红木、黑檀木、花梨木、柯巴树、乌木、樟树、栲树、胡桃木、黄漆木、栓皮栎等经济林木。	全洲盛產紅木、黑檀木、花梨木、柯巴樹、烏木、樟樹、栲樹、胡桃木、黃漆木、栓皮櫟等經濟林木。	leipzig	zho_wikipedia_2018_1M:207885	全洲盛产红木、黑檀木、花梨木、柯巴树、乌木、樟树、栲树、胡桃木、黄漆木、栓皮栎等经济林木。	CC-CEDICT	
400	4155_1	胡桃	胡桃	hú táo		walnut	全洲盛产红木、黑檀木、花梨木、柯巴树、乌木、樟树、栲树、胡桃木、黄漆木、栓皮栎等经济林木。	全洲盛產紅木、黑檀木、花梨木、柯巴樹、烏木、樟樹、栲樹、胡桃木、黃漆木、栓皮櫟等經濟林木。	leipzig	zho_wikipedia_2018_1M:207885	全洲盛产红木、黑檀木、花梨木、柯巴树、乌木、樟树、栲树、胡桃木、黄漆木、栓皮栎等经济林木。	CC-CEDICT	
401	4155_1	林木	林木	lín mù		forest	全洲盛产红木、黑檀木、花梨木、柯巴树、乌木、樟树、栲树、胡桃木、黄漆木、栓皮栎等经济林木。	全洲盛產紅木、黑檀木、花梨木、柯巴樹、烏木、樟樹、栲樹、胡桃木、黃漆木、栓皮櫟等經濟林木。	leipzig	zho_wikipedia_2018_1M:207885	全洲盛产红木、黑檀木、花梨木、柯巴树、乌木、樟树、栲树、胡桃木、黄漆木、栓皮栎等经济林木。	CC-CEDICT	
402	4163_1	北魏	北魏	běi wèi		Wei of the Northern Dynasties	北魏郦道元作《水经注，大辽水》引《博物志》也记载说：”魏武于马上逢狮子、使格之，杀伤甚众。	北魏酈道元作《水經注，大遼水》引《博物志》也記載說：”魏武於馬上逢獅子、使格之，殺傷甚眾。	leipzig	zho_news_2020_300K:74488	北魏郦道元作《水经注，大辽水》引《博物志》也记载说：”魏武于马上逢狮子、使格之，杀伤甚众。	CC-CEDICT	
403	4175_1	主流	主流	zhǔ liú		main stream	，中国大陆主流媒体在批判赵紫阳的同时，对《河殇》也进行了抨击。	，中國大陸主流媒體在批判趙紫陽的同時，對《河殤》也進行了抨擊。	leipzig	zho_wikipedia_2018_1M:82109	，中国大陆主流媒体在批判赵紫阳的同时，对《河殇》也进行了抨击。	CC-CEDICT	
404	4175_1	媒体	媒體	méi tǐ		media	，中国大陆主流媒体在批判赵紫阳的同时，对《河殇》也进行了抨击。	，中國大陸主流媒體在批判趙紫陽的同時，對《河殤》也進行了抨擊。	leipzig	zho_wikipedia_2018_1M:82109	，中国大陆主流媒体在批判赵紫阳的同时，对《河殇》也进行了抨击。	CC-CEDICT	
405	4175_1	批判	批判	pī pàn		to criticize	，中国大陆主流媒体在批判赵紫阳的同时，对《河殇》也进行了抨击。	，中國大陸主流媒體在批判趙紫陽的同時，對《河殤》也進行了抨擊。	leipzig	zho_wikipedia_2018_1M:82109	，中国大陆主流媒体在批判赵紫阳的同时，对《河殇》也进行了抨击。	CC-CEDICT	
406	4175_1	紫阳	紫陽	zǐ yáng		Ziyang (given name)	，中国大陆主流媒体在批判赵紫阳的同时，对《河殇》也进行了抨击。	，中國大陸主流媒體在批判趙紫陽的同時，對《河殤》也進行了抨擊。	leipzig	zho_wikipedia_2018_1M:82109	，中国大陆主流媒体在批判赵紫阳的同时，对《河殇》也进行了抨击。	CC-CEDICT	
407	4175_1	同时	同時	tóng shí		at the same time	，中国大陆主流媒体在批判赵紫阳的同时，对《河殇》也进行了抨击。	，中國大陸主流媒體在批判趙紫陽的同時，對《河殤》也進行了抨擊。	leipzig	zho_wikipedia_2018_1M:82109	，中国大陆主流媒体在批判赵紫阳的同时，对《河殇》也进行了抨击。	CC-CEDICT	
408	4175_1	抨击	抨擊	pēng jī	pēng jí	to attack	，中国大陆主流媒体在批判赵紫阳的同时，对《河殇》也进行了抨击。	，中國大陸主流媒體在批判趙紫陽的同時，對《河殤》也進行了抨擊。	leipzig	zho_wikipedia_2018_1M:82109	，中国大陆主流媒体在批判赵紫阳的同时，对《河殇》也进行了抨击。	CC-CEDICT	Taiwan MOE Concise Dictionary
409	4179_1	司马迁	司馬遷	sī mǎ qiān		Sima Qian	其中，司马迁细致描写了荆轲刺杀秦王的故事。	其中，司馬遷細緻描寫了荊軻刺殺秦王的故事。	leipzig	zho_news_2020_300K:64229	其中，司马迁细致描写了荆轲刺杀秦王的故事。	CC-CEDICT	
410	4179_1	荆轲	荊軻	jīng kē		Jing Ke	其中，司马迁细致描写了荆轲刺杀秦王的故事。	其中，司馬遷細緻描寫了荊軻刺殺秦王的故事。	leipzig	zho_news_2020_300K:64229	其中，司马迁细致描写了荆轲刺杀秦王的故事。	CC-CEDICT	
411	4179_1	刺杀	刺殺	cì shā		to assassinate	其中，司马迁细致描写了荆轲刺杀秦王的故事。	其中，司馬遷細緻描寫了荊軻刺殺秦王的故事。	leipzig	zho_news_2020_300K:64229	其中，司马迁细致描写了荆轲刺杀秦王的故事。	CC-CEDICT	
412	4183_1	蜻蜓	蜻蜓	qīng tíng		dragonfly	水虿是蜻蜓的幼虫。	水蠆是蜻蜓的幼蟲。	authored	level-2/4183_1	水虿是蜻蜓的幼虫。	CC-CEDICT	
413	4183_1	幼虫	幼蟲	yòu chóng		larva	水虿是蜻蜓的幼虫。	水蠆是蜻蜓的幼蟲。	authored	level-2/4183_1	水虿是蜻蜓的幼虫。	CC-CEDICT	
414	4216_1	俗称	俗稱	sú chēng		commonly referred to as	凌遲或磔刑，俗称千刀万剐，碎尸万段，	凌遲或磔刑，俗稱千刀萬剮，碎屍萬段，	leipzig	zho_wikipedia_2018_1M:234991	凌遲或磔刑，俗称千刀万剐，碎尸万段，	CC-CEDICT	
415	4216_1	千刀万剐	千刀萬剮	qiān dāo wàn guǎ		to hack to pieces	凌遲或磔刑，俗称千刀万剐，碎尸万段，	凌遲或磔刑，俗稱千刀萬剮，碎屍萬段，	leipzig	zho_wikipedia_2018_1M:234991	凌遲或磔刑，俗称千刀万剐，碎尸万段，	CC-CEDICT	
416	4216_1	碎尸万段	碎屍萬段	suì shī wàn duàn		to cut up sb's body into thousands of pieces	凌遲或磔刑，俗称千刀万剐，碎尸万段，	凌遲或磔刑，俗稱千刀萬剮，碎屍萬段，	leipzig	zho_wikipedia_2018_1M:234991	凌遲或磔刑，俗称千刀万剐，碎尸万段，	CC-CEDICT	
417	4217_1	改称	改稱	gǎi chēng		to change a name	，改称郧阳专区，郧阳县改为郧县，郧阳专署驻郧县；	，改稱鄖陽專區，鄖陽縣改為鄖縣，鄖陽專署駐鄖縣；	leipzig	zho_wikipedia_2018_1M:547086	，改称郧阳专区，郧阳县改为郧县，郧阳专署驻郧县；	CC-CEDICT	
418	4227_1	来着	來著	lái zhe		auxiliary showing sth happened in the past	你咕咕哝哝的来着。	你咕咕噥噥的來著。	tatoeba	7781719	你咕咕哝哝的来着。	CC-CEDICT	
419	4233_1	仅仅	僅僅	jǐn jǐn		barely	初识《鲤鱼》，仅仅是觉得装帧还算不错。	初識《鯉魚》，僅僅是覺得裝幀還算不錯。	leipzig	zho_news_2020_300K:69417	初识《鲤鱼》，仅仅是觉得装帧还算不错。	CC-CEDICT	
420	4233_1	不错	不錯	bù cuò		correct	初识《鲤鱼》，仅仅是觉得装帧还算不错。	初識《鯉魚》，僅僅是覺得裝幀還算不錯。	leipzig	zho_news_2020_300K:69417	初识《鲤鱼》，仅仅是觉得装帧还算不错。	CC-CEDICT	
421	4239_1	元素	元素	yuán sù		element	钚后元素是一种材料或化学物质。	鈈後元素是一種材料或化學物質。	authored	level-2/4239_1	钚后元素是一种材料或化学物质。	CC-CEDICT	
422	4241_1	硫酸	硫酸	liú suān		sulfuric acid	硫酸钡作为一种不溶的重添加剂被加进钻井液中，	硫酸鋇作為一種不溶的重新增劑被加進鑽井液中，	leipzig	zho_wikipedia_2018_1M:756361	硫酸钡作为一种不溶的重添加剂被加进钻井液中，	CC-CEDICT	
423	4241_1	不溶	不溶	bù róng		insoluble	硫酸钡作为一种不溶的重添加剂被加进钻井液中，	硫酸鋇作為一種不溶的重新增劑被加進鑽井液中，	leipzig	zho_wikipedia_2018_1M:756361	硫酸钡作为一种不溶的重添加剂被加进钻井液中，	CC-CEDICT	
424	4241_1	添加	新增	tiān jiā		to add	硫酸钡作为一种不溶的重添加剂被加进钻井液中，	硫酸鋇作為一種不溶的重新增劑被加進鑽井液中，	leipzig	zho_wikipedia_2018_1M:756361	硫酸钡作为一种不溶的重添加剂被加进钻井液中，	CC-CEDICT	
425	4241_1	钻井	鑽井	zuān jǐng		to drill	硫酸钡作为一种不溶的重添加剂被加进钻井液中，	硫酸鋇作為一種不溶的重新增劑被加進鑽井液中，	leipzig	zho_wikipedia_2018_1M:756361	硫酸钡作为一种不溶的重添加剂被加进钻井液中，	CC-CEDICT	
426	4242_1	得益	得益	dé yì		to derive benefit	此外，得益于钣金上的处理，车尾层次感十足。	此外，得益於鈑金上的處理，車尾層次感十足。	leipzig	zho_news_2020_300K:192314	此外，得益于钣金上的处理，车尾层次感十足。	CC-CEDICT	
427	4242_1	层次	層次	céng cì		layer	此外，得益于钣金上的处理，车尾层次感十足。	此外，得益於鈑金上的處理，車尾層次感十足。	leipzig	zho_news_2020_300K:192314	此外，得益于钣金上的处理，车尾层次感十足。	CC-CEDICT	
428	4243_1	代理	代理	dài lǐ		to act as an agent or proxy	朱启钤曾官至代理中华民国国务总理，	朱啓鈐曾官至代理中華民國國務總理，	leipzig	zho_wikipedia_2018_1M:606119	朱启钤曾官至代理中华民国国务总理，	CC-CEDICT	
429	4244_1	全世界	全世界	quán shì jiè		worldwide	全世界钨的贮藏总量估计为700万吨，其中约30%是黑钨矿，70%是白钨矿。	全世界鎢的貯藏總量估計為700萬噸，其中約30%是黑鎢礦，70%是白鎢礦。	leipzig	zho_wikipedia_2018_1M:205897	全世界钨的贮藏总量估计为700万吨，其中约30%是黑钨矿，70%是白钨矿。	CC-CEDICT	
430	4244_1	总量	總量	zǒng liàng		total	全世界钨的贮藏总量估计为700万吨，其中约30%是黑钨矿，70%是白钨矿。	全世界鎢的貯藏總量估計為700萬噸，其中約30%是黑鎢礦，70%是白鎢礦。	leipzig	zho_wikipedia_2018_1M:205897	全世界钨的贮藏总量估计为700万吨，其中约30%是黑钨矿，70%是白钨矿。	CC-CEDICT	
431	4255_1	事物	事物	shì wù		thing	事物皆有两面。笃信者只见其一。	事物皆有兩面。篤信者只見其一。	tatoeba	7681046	事物皆有兩面。篤信者只見其一。	CC-CEDICT	
432	4255_1	其一	其一	qí yī		one of the given	事物皆有两面。笃信者只见其一。	事物皆有兩面。篤信者只見其一。	tatoeba	7681046	事物皆有兩面。篤信者只見其一。	CC-CEDICT	
