mapping_code	source_type	source_id	simplified_word	traditional_word	simplified_sentence	traditional_sentence	source_sentence
4630_1	leipzig	zho_wikipedia_2018_1M:481241	抓阄	抓鬮	，广东一带民间从放鸽会中演生出白鸽票，由众人先行醵资，抓阄猜射。	，廣東一帶民間從放鴿會中演生出白鴿票，由眾人先行醵資，抓鬮猜射。	，广东一带民间从放鸽会中演生出白鸽票，由众人先行醵资，抓阄猜射。
4632_1	leipzig	zho_news_2020_300K:100686	阆中	閬中	在四川阆中市王家嘴社区残疾人编织基地，双下肢瘫痪的李荣华是业务骨干。	在四川閬中市王家嘴社群殘疾人編織基地，雙下肢癱瘓的李榮華是業務骨幹。	在四川阆中市王家嘴社区残疾人编织基地，双下肢瘫痪的李荣华是业务骨干。
4636_1	leipzig	zho_news_2020_300K:219624	邯郸	邯鄲	白居易此时走到邯郸驿，他想家了。	白居易此時走到邯鄲驛，他想家了。	白居易此时走到邯郸驿，他想家了。
4638_1	authored	level-2/4638_1	黄长烨	黃長燁	黄长烨是一个人名。	黃長燁是一個人名。	黄长烨是一个人名。
4639_1	leipzig	zho_wikipedia_2018_1M:599436	烩面	燴麵	，有羊肉烩面、三鲜烩麵、什锦烩麵等多种类型。	，有羊肉燴麵、三鮮燴麵、什錦燴麵等多種型別。	，有羊肉烩面、三鲜烩麵、什锦烩麵等多种类型。
4643_1	tatoeba	1470516	灰烬	灰燼	那场大火把整个小镇烧成了灰烬。	那場大火把整個小鎮燒成了灰燼。	那場大火把整個小鎮燒成了灰燼。
4646_1	leipzig	zho_wikipedia_2018_1M:71198	涞水	淶水	东临固安，西接涞水，北通北京，南到高碑店。	東臨固安，西接淶水，北通北京，南到高碑店。	东临固安，西接涞水，北通北京，南到高碑店。
4647_1	tatoeba	532197	涟漪	漣漪	微风在湖面上掀起了一丝丝涟漪。	微風在湖面上掀起了一絲絲漣漪。	微風在湖面上掀起了一絲絲漣漪。
4660_1	leipzig	zho_wikipedia_2018_1M:772945	悭吝	慳吝	》等，及外国剧目《悭吝人》、《	》等，及外國劇目《慳吝人》、《	》等，及外国剧目《悭吝人》、《
4668_1	authored	level-2/4668_1	下诹访市	下諏訪市	下诹访市是一个地名。	下諏訪市是一個地名。	下诹访市是一个地名。
4670_1	authored	level-2/4670_1	谣诼	謠諑	谣诼是一个较少见的词语。	謠諑是一個較少見的詞語。	谣诼是一个较少见的词语。
4673_1	leipzig	zho_news_2020_300K:131948	崇祯	崇禎	崇祯帝阅疏，非常生气，将黄道周贬斥为民。	崇禎帝閱疏，非常生氣，將黃道周貶斥為民。	崇祯帝阅疏，非常生气，将黄道周贬斥为民。
4674_1	leipzig	zho_news_2020_300K:15675	推诿	推諉	“不畏难，不推诿”的投入工作。	“不畏難，不推諉”的投入工作。	“不畏难，不推诿”的投入工作。
4675_1	tatoeba	502938	阿谀	阿諛	国王受够了他的大臣们总是对他阿谀奉承，于是把他们遣散了。	國王受夠了他的大臣們總是對他阿諛奉承，於是把他們遣散了。	国王受够了他的大臣们总是对他阿谀奉承，于是把他们遣散了。
4677_1	leipzig	zho_news_2020_300K:175169	谄媚	諂媚	是居心不良的看笑话，再就是谄媚了。	是居心不良的看笑話，再就是諂媚了。	是居心不良的看笑话，再就是谄媚了。
4678_1	authored	level-2/4678_1	谇帚德锄	誶帚德鋤	谇帚德锄是一个成语或固定说法。	誶帚德鋤是一個成語或固定說法。	谇帚德锄是一个成语或固定说法。
4691_1	leipzig	zho_news_2020_300K:184150	女娲	女媧	李白有诗云“女娲戏黄土，团作愚下人。	李白有詩云“女媧戲黃土，團作愚下人。	李白有诗云“女娲戏黄土，团作愚下人。
4693_1	tatoeba	13046546	娴熟	嫻熟	汤姆车开得不是很娴熟。	湯姆車開得不是很嫻熟。	汤姆车开得不是很娴熟。
4699_1	authored	level-2/4699_1	心长绠短	心長綆短	心长绠短是一个成语或固定说法。	心長綆短是一個成語或固定說法。	心长绠短是一个成语或固定说法。
4700_1	leipzig	zho_news_2020_300K:226577	骊山	驪山	秦始皇为何要将陵址选在骊山北麓呢？	秦始皇為何要將陵址選在驪山北麓呢？	秦始皇为何要将陵址选在骊山北麓呢？
4701_1	authored	level-2/4701_1	鲛绡	鮫綃	鲛绡是一个较少见的词语。	鮫綃是一個較少見的詞語。	鲛绡是一个较少见的词语。
4702_1	leipzig	zho_news_2020_300K:108270	驰骋	馳騁	地方空起来，供给我们天子驰骋打猎？	地方空起來，供給我們天子馳騁打獵？	地方空起来，供给我们天子驰骋打猎？
4703_1	leipzig	zho_news_2020_300K:20409	绥远	綏遠	中华人民共和国成立后，姚喆任绥远军区副司令员。	中華人民共和國成立後，姚喆任綏遠軍區副司令員。	中华人民共和国成立后，姚喆任绥远军区副司令员。
4704_1	authored	level-2/4704_1	褟绦子	褟縧子	褟绦子是一个较少见的词语。	褟縧子是一個較少見的詞語。	褟绦子是一个较少见的词语。
4705_1	authored	level-2/4705_1	敝绨恶粟	敝綈惡粟	敝绨恶粟是一个成语或固定说法。	敝綈惡粟是一個成語或固定說法。	敝绨恶粟是一个成语或固定说法。
4708_1	leipzig	zho_wikipedia_2018_1M:299964	鹭鸶	鷺鷥	各种鸟类二十九种，其中鹭鸶为曲阜的“	各種鳥類二十九種，其中鷺鷥為曲阜的“	各种鸟类二十九种，其中鹭鸶为曲阜的“
4711_1	leipzig	zho_news_2020_300K:137900	张国焘	張國燾	张国焘，中国共产党第二届中央委员会委员；	張國燾，中國共產黨第二屆中央委員會委員；	张国焘，中国共产党第二届中央委员会委员；
4713_1	leipzig	zho_wikipedia_2018_1M:974274	吴敬琏	吳敬璉	》雜誌上點名批評，認為吴敬琏等「	》雜誌上點名批評，認為吳敬璉等「	》雜誌上點名批評，認為吴敬琏等「
4715_1	leipzig	zho_wikipedia_2018_1M:559902	麸皮	麩皮	方形截面，外观洁白，偶有麸皮夹入其中。	方形截面，外觀潔白，偶有麩皮夾入其中。	方形截面，外观洁白，偶有麸皮夹入其中。
4720_1	leipzig	zho_news_2020_300K:278738	掳掠	擄掠	远离东南沿海的中原人，只能通过诸侯的朝贡、征战中的掳掠以及交易获得。	遠離東南沿海的中原人，只能透過諸侯的朝貢、征戰中的擄掠以及交易獲得。	远离东南沿海的中原人，只能通过诸侯的朝贡、征战中的掳掠以及交易获得。
4721_1	leipzig	zho_news_2020_300K:252956	掌掴	掌摑	袁某之前对缪可馨的掌掴，造成了多大心理阴影？	袁某之前對繆可馨的掌摑，造成了多大心理陰影？	袁某之前对缪可馨的掌掴，造成了多大心理阴影？
4732_1	authored	level-2/4732_1	阴鸷	陰鷙	阴鸷是一个较少见的词语。	陰鷙是一個較少見的詞語。	阴鸷是一个较少见的词语。
4737_1	leipzig	zho_wikipedia_2018_1M:493674	掸邦	撣邦	”，当时掸邦跟云南南部同属一个地区。	”，當時撣邦跟雲南南部同屬一個地區。	”，当时掸邦跟云南南部同属一个地区。
4740_1	leipzig	zho_wikipedia_2018_1M:791196	王忠悫	王忠慤	罗振玉在《海宁王忠悫公遗书序》提及王国维有预言“中国近状，恐以共和始，而以共产终。”	羅振玉在《海寧王忠慤公遺書序》提及王國維有預言“中國近狀，恐以共和始，而以共產終。”	罗振玉在《海宁王忠悫公遗书序》提及王国维有预言“中国近状，恐以共和始，而以共产终。”
4744_1	authored	level-2/4744_1	掼蛋	摜蛋	掼蛋是一个较少见的词语。	摜蛋是一個較少見的詞語。	掼蛋是一个较少见的词语。
4767_1	tatoeba	532195	萦绕	縈繞	我昨晚一整夜没睡好，因为有许多事情萦绕在我的心头。	我昨晚一整夜沒睡好，因為有許多事情縈繞在我的心頭。	我昨晚一整夜沒睡好，因為有許多事情縈繞在我的心頭。
4771_1	leipzig	zho_wikipedia_2018_1M:959944	榴梿	榴槤	除了本种，还有另外9种可食用的榴梿属物种，多只在原生地的市场上出现。	除了本種，還有另外9種可食用的榴槤屬物種，多隻在原生地的市場上出現。	除了本种，还有另外9种可食用的榴梿属物种，多只在原生地的市场上出现。
4773_1	leipzig	zho_wikipedia_2018_1M:511869	巫觋	巫覡	惟遵其国俗，喜田猎，信巫觋卜筮，是其小蔽。	惟遵其國俗，喜田獵，信巫覡卜筮，是其小蔽。	惟遵其国俗，喜田猎，信巫觋卜筮，是其小蔽。
4779_1	leipzig	zho_news_2020_300K:136636	窗棂	窗欞	庙门两侧是漏明窗，窗棂以木条构成几何图形。	廟門兩側是漏明窗，窗欞以木條構成幾何圖形。	庙门两侧是漏明窗，窗棂以木条构成几何图形。
4780_1	tatoeba	4805724	吝啬	吝嗇	玛莉不喜欢跟汤姆一样吝啬的男人。	瑪莉不喜歡跟湯姆一樣吝嗇的男人。	瑪莉不喜歡跟湯姆一樣吝嗇的男人。
4782_1	tatoeba	2065020	匮乏	匱乏	乐观主义仅仅是一种信息的匮乏的产物。	樂觀主義僅僅是一種資訊的匱乏的產物。	乐观主义仅仅是一种信息的匮乏的产物。
4792_1	leipzig	zho_wikipedia_2018_1M:109398	硖石	硤石	二女：曰适京兆王佑，任硖石尉；曰适会稽贺酰卒常熟主簿。	二女：曰適京兆王佑，任硤石尉；曰適會稽賀醯卒常熟主簿。	二女：曰适京兆王佑，任硖石尉；曰适会稽贺酰卒常熟主簿。
4793_1	authored	level-2/4793_1	硗确	磽确	硗确是一个较少见的词语。	磽确是一個較少見的詞語。	硗确是一个较少见的词语。
4797_1	tatoeba	13924819	鸸鹋	鴯鶓	鸸鹋和鸵鸟有什么区别？	鴯鶓和鴕鳥有什麼區別？	鴯鶓和鴕鳥有什麼區別？
4801_1	leipzig	zho_news_2020_300K:271858	龚自珍	龔自珍	这与龚自珍“落红不是无情物，化作春泥更护花”佳句之意，已然相通。	這與龔自珍“落紅不是無情物，化作春泥更護花”佳句之意，已然相通。	这与龚自珍“落红不是无情物，化作春泥更护花”佳句之意，已然相通。
4802_1	leipzig	zho_wikipedia_2018_1M:277870	殒命	殞命	及以忧殒命，则操之猜忍实甚，非所及料也。	及以憂殞命，則操之猜忍實甚，非所及料也。	及以忧殒命，则操之猜忍实甚，非所及料也。
4803_1	leipzig	zho_wikipedia_2018_1M:655961	入殓	入殮	水族实行土葬，若死者是妇女要等娘家人验看后才能入殓。	水族實行土葬，若死者是婦女要等孃家人驗看後才能入殮。	水族实行土葬，若死者是妇女要等娘家人验看后才能入殓。
4805_1	leipzig	zho_wikipedia_2018_1M:737128	镇赉县	鎮賚縣	白城市辖镇赉县、通榆县、洮北区，代管大安、洮南市。	白城市轄鎮賚縣、通榆縣、洮北區，代管大安、洮南市。	白城市辖镇赉县、通榆县、洮北区，代管大安、洮南市。
4807_1	tatoeba	501219	动辄	動輒	他动辄就发脾气，所以我不怎么喜欢他。	他動輒就發脾氣，所以我不怎麼喜歡他。	他動輒就發脾氣，所以我不怎麼喜歡他。
4808_1	leipzig	zho_wikipedia_2018_1M:463982	地堑	地塹	山地丘陵间有桃村地堑盆地、莱阳断陷盆地和胶莱凹陷平原等。	山地丘陵間有桃村地塹盆地、萊陽斷陷盆地和膠萊凹陷平原等。	山地丘陵间有桃村地堑盆地、莱阳断陷盆地和胶莱凹陷平原等。
4811_1	leipzig	zho_news_2020_300K:80812	啧啧	嘖嘖	口罩坐地起价，啧啧，我真的不晓得他们怎么想的。	口罩坐地起價，嘖嘖，我真的不曉得他們怎麼想的。	口罩坐地起价，啧啧，我真的不晓得他们怎么想的。
4826_1	authored	level-2/4826_1	啼啭	啼囀	啼啭表示一种动作。	啼囀表示一種動作。	啼啭表示一种动作。
4829_1	leipzig	zho_wikipedia_2018_1M:195867	啮齿	嚙齒	值得一提的是，与杂食的啮齿目不同，	值得一提的是，與雜食的嚙齒目不同，	值得一提的是，与杂食的啮齿目不同，
4830_1	leipzig	zho_news_2020_300K:9975	踉跄	踉蹌	一干人踉踉跄跄地回到宿舍，老二立刻不省人事，倒在床上就睡了，没脱鞋，两只脚耷拉在地上。	一干人踉踉蹌蹌地回到宿舍，老二立刻不省人事，倒在床上就睡了，沒脫鞋，兩隻腳耷拉在地上。	一干人踉踉跄跄地回到宿舍，老二立刻不省人事，倒在床上就睡了，没脱鞋，两只脚耷拉在地上。
4833_1	tatoeba	834889	牡蛎	牡蠣	我后悔吃了那些牡蛎。	我後悔吃了那些牡蠣。	我後悔吃了那些牡蠣。
4836_1	leipzig	zho_news_2020_300K:291933	蛊惑	蠱惑	难道这些游行活动是受中国媒体蛊惑的吗？	難道這些遊行活動是受中國媒體蠱惑的嗎？	难道这些游行活动是受中国媒体蛊惑的吗？
4840_1	authored	level-2/4840_1	蛏干	蟶乾	蛏干是一种食物。	蟶乾是一種食物。	蛏干是一种食物。
4855_1	authored	level-2/4855_1	卷帻	卷幘	卷帻是一个较少见的词语。	卷幘是一個較少見的詞語。	卷帻是一个较少见的词语。
4858_1	leipzig	zho_news_2020_300K:184446	巾帼	巾幗	村民可在巾帼家美积分超市兑换各类用品。	村民可在巾幗家美積分超市兌換各類用品。	村民可在巾帼家美积分超市兑换各类用品。
4862_1	authored	level-2/4862_1	招权纳赇	招權納賕	招权纳赇是一个成语或固定说法。	招權納賕是一個成語或固定說法。	招权纳赇是一个成语或固定说法。
4863_1	leipzig	zho_wikipedia_2018_1M:312294	赈济	賑濟	后知常州，赈济饥荒有功，进一官 《	後知常州，賑濟饑荒有功，進一官 《	后知常州，赈济饥荒有功，进一官 《
4864_1	authored	level-2/4864_1	赊购	賒購	赊购表示一种动作。	賒購表示一種動作。	赊购表示一种动作。
4867_1	authored	level-2/4867_1	铗子	鋏子	铗子是一个较少见的词语。	鋏子是一個較少見的詞語。	铗子是一个较少见的词语。
4868_1	authored	level-2/4868_1	铙钹	鐃鈸	铙钹是一种器物。	鐃鈸是一種器物。	铙钹是一种器物。
4869_1	authored	level-2/4869_1	磷化铟	磷化銦	磷化铟是一种材料或化学物质。	磷化銦是一種材料或化學物質。	磷化铟是一种材料或化学物质。
4870_1	leipzig	zho_news_2020_300K:278410	铠甲	鎧甲	这颗老人的心还能撑多久，这副伪装的铠甲还能装多久。	這顆老人的心還能撐多久，這副偽裝的鎧甲還能裝多久。	这颗老人的心还能撑多久，这副伪装的铠甲还能装多久。
4871_1	leipzig	zho_news_2020_300K:128672	铡刀	鍘刀	小时候就知道刘胡兰的英雄事迹，她视死如归，面对敌人的铡刀，毫无惧色。	小時候就知道劉胡蘭的英雄事蹟，她視死如歸，面對敵人的鍘刀，毫無懼色。	小时候就知道刘胡兰的英雄事迹，她视死如归，面对敌人的铡刀，毫无惧色。
4872_1	leipzig	zho_wikipedia_2018_1M:983478	泰铢	泰銖	预计投资金额245亿4900万泰铢。	預計投資金額245億4900萬泰銖。	预计投资金额245亿4900万泰铢。
4873_1	leipzig	zho_news_2020_300K:98147	铣床	銑床	在一次技术攻关会战中，以父亲为主力的几个人新上了一台双面铣床。	在一次技術攻關會戰中，以父親為主力的幾個人新上了一臺雙面銑床。	在一次技术攻关会战中，以父亲为主力的几个人新上了一台双面铣床。
4874_1	tatoeba	346901	铤而走险	鋌而走險	铤而走险。	鋌而走險。	鋌而走險。
4875_1	leipzig	zho_wikipedia_2018_1M:911229	犁铧	犁鏵	这种短辕一牛挽犁的出现，是跟犁铧的改进结合在一起的。	這種短轅一牛挽犁的出現，是跟犁鏵的改進結合在一起的。	这种短辕一牛挽犁的出现，是跟犁铧的改进结合在一起的。
4876_1	leipzig	zho_news_2020_300K:183180	蒋士铨	蔣士銓	朱彝尊、洪昇、蒋士铨、翁方纲、阮元等103人题咏于上。	朱彝尊、洪昇、蔣士銓、翁方綱、阮元等103人題詠於上。	朱彝尊、洪昇、蒋士铨、翁方纲、阮元等103人题咏于上。
